id,lane,status,category,subject,path,line,risk,loc,bytes,evidence,proof,expected
NUM-022,Numbers,UNPROVEN,potential-index-boundary,potential-index-boundary at app/quality/quality-room.tsx:43,app/quality/quality-room.tsx,43,medium,0,0,An indexed read or write may need integer and bounds evidence.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-028,Numbers,UNPROVEN,potential-index-boundary,potential-index-boundary at app/studio/studio-experience.tsx:135,app/studio/studio-experience.tsx,135,medium,0,0,An indexed read or write may need integer and bounds evidence.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-029,Numbers,UNPROVEN,potential-index-boundary,potential-index-boundary at app/studio/studio-experience.tsx:195,app/studio/studio-experience.tsx,195,medium,0,0,An indexed read or write may need integer and bounds evidence.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-023,Numbers,UNPROVEN,potential-index-boundary,potential-index-boundary at app/studio/studio-experience.tsx:62,app/studio/studio-experience.tsx,62,medium,0,0,An indexed read or write may need integer and bounds evidence.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-024,Numbers,UNPROVEN,potential-index-boundary,potential-index-boundary at app/studio/studio-experience.tsx:88,app/studio/studio-experience.tsx,88,medium,0,0,An indexed read or write may need integer and bounds evidence.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-025,Numbers,UNPROVEN,potential-index-boundary,potential-index-boundary at app/studio/studio-experience.tsx:89,app/studio/studio-experience.tsx,89,medium,0,0,An indexed read or write may need integer and bounds evidence.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-026,Numbers,UNPROVEN,potential-index-boundary,potential-index-boundary at app/studio/studio-experience.tsx:90,app/studio/studio-experience.tsx,90,medium,0,0,An indexed read or write may need integer and bounds evidence.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-027,Numbers,UNPROVEN,potential-index-boundary,potential-index-boundary at app/studio/studio-experience.tsx:91,app/studio/studio-experience.tsx,91,medium,0,0,An indexed read or write may need integer and bounds evidence.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-030,Numbers,UNPROVEN,potential-index-boundary,potential-index-boundary at app/templates/template-foundry.tsx:22,app/templates/template-foundry.tsx,22,medium,0,0,An indexed read or write may need integer and bounds evidence.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-031,Numbers,UNPROVEN,potential-zero-divisor,potential-zero-divisor at app/templates/template-foundry.tsx:58,app/templates/template-foundry.tsx,58,medium,0,0,Division or remainder depends on a value whose zero/non-finite range should be established.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-032,Numbers,UNPROVEN,potential-index-boundary,potential-index-boundary at app/templates/template-foundry.tsx:59,app/templates/template-foundry.tsx,59,medium,0,0,An indexed read or write may need integer and bounds evidence.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-033,Numbers,UNPROVEN,potential-index-boundary,potential-index-boundary at components/site-header.tsx:113,components/site-header.tsx,113,medium,0,0,An indexed read or write may need integer and bounds evidence.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-034,Numbers,UNPROVEN,potential-index-boundary,potential-index-boundary at lib/project-studio.ts:182,lib/project-studio.ts,182,medium,0,0,An indexed read or write may need integer and bounds evidence.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-035,Numbers,UNPROVEN,potential-index-boundary,potential-index-boundary at lib/project-studio.ts:255,lib/project-studio.ts,255,medium,0,0,An indexed read or write may need integer and bounds evidence.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-037,Numbers,UNPROVEN,potential-zero-divisor,potential-zero-divisor at lib/theme-workshop.ts:211,lib/theme-workshop.ts,211,medium,0,0,Division or remainder depends on a value whose zero/non-finite range should be established.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-038,Numbers,UNPROVEN,potential-zero-divisor,potential-zero-divisor at lib/theme-workshop.ts:262,lib/theme-workshop.ts,262,medium,0,0,Division or remainder depends on a value whose zero/non-finite range should be established.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-039,Numbers,UNPROVEN,potential-zero-divisor,potential-zero-divisor at lib/theme-workshop.ts:280,lib/theme-workshop.ts,280,medium,0,0,Division or remainder depends on a value whose zero/non-finite range should be established.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-041,Numbers,UNPROVEN,potential-zero-divisor,potential-zero-divisor at lib/theme-workshop.ts:290,lib/theme-workshop.ts,290,medium,0,0,Division or remainder depends on a value whose zero/non-finite range should be established.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-042,Numbers,UNPROVEN,potential-zero-divisor,potential-zero-divisor at lib/theme-workshop.ts:291,lib/theme-workshop.ts,291,medium,0,0,Division or remainder depends on a value whose zero/non-finite range should be established.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-043,Numbers,UNPROVEN,potential-index-boundary,potential-index-boundary at lib/theme-workshop.ts:297,lib/theme-workshop.ts,297,medium,0,0,An indexed read or write may need integer and bounds evidence.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-045,Numbers,UNPROVEN,potential-zero-divisor,potential-zero-divisor at lib/theme-workshop.ts:308,lib/theme-workshop.ts,308,medium,0,0,Division or remainder depends on a value whose zero/non-finite range should be established.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-047,Numbers,UNPROVEN,potential-zero-divisor,potential-zero-divisor at lib/theme-workshop.ts:320,lib/theme-workshop.ts,320,medium,0,0,Division or remainder depends on a value whose zero/non-finite range should be established.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-048,Numbers,UNPROVEN,potential-zero-divisor,potential-zero-divisor at lib/theme-workshop.ts:353,lib/theme-workshop.ts,353,medium,0,0,Division or remainder depends on a value whose zero/non-finite range should be established.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-049,Numbers,UNPROVEN,potential-zero-divisor,potential-zero-divisor at lib/theme-workshop.ts:354,lib/theme-workshop.ts,354,medium,0,0,Division or remainder depends on a value whose zero/non-finite range should be established.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-052,Numbers,UNPROVEN,potential-zero-divisor,potential-zero-divisor at lib/theme-workshop.ts:523,lib/theme-workshop.ts,523,medium,0,0,Division or remainder depends on a value whose zero/non-finite range should be established.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-053,Numbers,UNPROVEN,potential-zero-divisor,potential-zero-divisor at lib/theme-workshop.ts:524,lib/theme-workshop.ts,524,medium,0,0,Division or remainder depends on a value whose zero/non-finite range should be established.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-069,Numbers,UNPROVEN,potential-zero-divisor,potential-zero-divisor at registry/elements/larson-scanner/larson-scanner.tsx:106,registry/elements/larson-scanner/larson-scanner.tsx,106,medium,0,0,Division or remainder depends on a value whose zero/non-finite range should be established.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-071,Numbers,UNPROVEN,potential-zero-divisor,potential-zero-divisor at registry/elements/larson-scanner/larson-scanner.tsx:109,registry/elements/larson-scanner/larson-scanner.tsx,109,medium,0,0,Division or remainder depends on a value whose zero/non-finite range should be established.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-072,Numbers,UNPROVEN,potential-index-boundary,potential-index-boundary at registry/elements/larson-scanner/larson-scanner.tsx:110,registry/elements/larson-scanner/larson-scanner.tsx,110,medium,0,0,An indexed read or write may need integer and bounds evidence.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-074,Numbers,UNPROVEN,potential-zero-divisor,potential-zero-divisor at registry/elements/larson-scanner/larson-scanner.tsx:110,registry/elements/larson-scanner/larson-scanner.tsx,110,medium,0,0,Division or remainder depends on a value whose zero/non-finite range should be established.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-075,Numbers,UNPROVEN,potential-zero-divisor,potential-zero-divisor at registry/elements/larson-scanner/larson-scanner.tsx:117,registry/elements/larson-scanner/larson-scanner.tsx,117,medium,0,0,Division or remainder depends on a value whose zero/non-finite range should be established.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-079,Numbers,UNPROVEN,potential-zero-divisor,potential-zero-divisor at registry/elements/larson-scanner/larson-scanner.tsx:122,registry/elements/larson-scanner/larson-scanner.tsx,122,medium,0,0,Division or remainder depends on a value whose zero/non-finite range should be established.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-080,Numbers,UNPROVEN,potential-index-boundary,potential-index-boundary at registry/elements/larson-scanner/larson-scanner.tsx:123,registry/elements/larson-scanner/larson-scanner.tsx,123,medium,0,0,An indexed read or write may need integer and bounds evidence.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-082,Numbers,UNPROVEN,potential-zero-divisor,potential-zero-divisor at registry/elements/larson-scanner/larson-scanner.tsx:132,registry/elements/larson-scanner/larson-scanner.tsx,132,medium,0,0,Division or remainder depends on a value whose zero/non-finite range should be established.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-083,Numbers,UNPROVEN,potential-zero-divisor,potential-zero-divisor at registry/elements/larson-scanner/larson-scanner.tsx:134,registry/elements/larson-scanner/larson-scanner.tsx,134,medium,0,0,Division or remainder depends on a value whose zero/non-finite range should be established.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-086,Numbers,UNPROVEN,potential-index-boundary,potential-index-boundary at registry/elements/larson-scanner/larson-scanner.tsx:138,registry/elements/larson-scanner/larson-scanner.tsx,138,medium,0,0,An indexed read or write may need integer and bounds evidence.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-088,Numbers,UNPROVEN,potential-zero-divisor,potential-zero-divisor at registry/elements/larson-scanner/larson-scanner.tsx:138,registry/elements/larson-scanner/larson-scanner.tsx,138,medium,0,0,Division or remainder depends on a value whose zero/non-finite range should be established.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-092,Numbers,UNPROVEN,potential-zero-divisor,potential-zero-divisor at registry/elements/larson-scanner/larson-scanner.tsx:145,registry/elements/larson-scanner/larson-scanner.tsx,145,medium,0,0,Division or remainder depends on a value whose zero/non-finite range should be established.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-093,Numbers,UNPROVEN,potential-index-boundary,potential-index-boundary at registry/elements/larson-scanner/larson-scanner.tsx:146,registry/elements/larson-scanner/larson-scanner.tsx,146,medium,0,0,An indexed read or write may need integer and bounds evidence.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-095,Numbers,UNPROVEN,potential-zero-divisor,potential-zero-divisor at registry/elements/larson-scanner/larson-scanner.tsx:150,registry/elements/larson-scanner/larson-scanner.tsx,150,medium,0,0,Division or remainder depends on a value whose zero/non-finite range should be established.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-096,Numbers,UNPROVEN,potential-index-boundary,potential-index-boundary at registry/elements/larson-scanner/larson-scanner.tsx:151,registry/elements/larson-scanner/larson-scanner.tsx,151,medium,0,0,An indexed read or write may need integer and bounds evidence.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-098,Numbers,UNPROVEN,potential-zero-divisor,potential-zero-divisor at registry/elements/larson-scanner/larson-scanner.tsx:151,registry/elements/larson-scanner/larson-scanner.tsx,151,medium,0,0,Division or remainder depends on a value whose zero/non-finite range should be established.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-099,Numbers,UNPROVEN,potential-index-boundary,potential-index-boundary at registry/elements/larson-scanner/larson-scanner.tsx:158,registry/elements/larson-scanner/larson-scanner.tsx,158,medium,0,0,An indexed read or write may need integer and bounds evidence.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-102,Numbers,UNPROVEN,potential-zero-divisor,potential-zero-divisor at registry/elements/larson-scanner/larson-scanner.tsx:182,registry/elements/larson-scanner/larson-scanner.tsx,182,medium,0,0,Division or remainder depends on a value whose zero/non-finite range should be established.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-104,Numbers,UNPROVEN,potential-zero-divisor,potential-zero-divisor at registry/elements/larson-scanner/larson-scanner.tsx:183,registry/elements/larson-scanner/larson-scanner.tsx,183,medium,0,0,Division or remainder depends on a value whose zero/non-finite range should be established.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-106,Numbers,UNPROVEN,potential-zero-divisor,potential-zero-divisor at registry/elements/larson-scanner/larson-scanner.tsx:184,registry/elements/larson-scanner/larson-scanner.tsx,184,medium,0,0,Division or remainder depends on a value whose zero/non-finite range should be established.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-107,Numbers,UNPROVEN,potential-zero-divisor,potential-zero-divisor at registry/elements/larson-scanner/larson-scanner.tsx:202,registry/elements/larson-scanner/larson-scanner.tsx,202,medium,0,0,Division or remainder depends on a value whose zero/non-finite range should be established.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-112,Numbers,UNPROVEN,potential-zero-divisor,potential-zero-divisor at registry/elements/larson-scanner/larson-scanner.tsx:217,registry/elements/larson-scanner/larson-scanner.tsx,217,medium,0,0,Division or remainder depends on a value whose zero/non-finite range should be established.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-113,Numbers,UNPROVEN,potential-zero-divisor,potential-zero-divisor at registry/elements/larson-scanner/larson-scanner.tsx:218,registry/elements/larson-scanner/larson-scanner.tsx,218,medium,0,0,Division or remainder depends on a value whose zero/non-finite range should be established.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-115,Numbers,UNPROVEN,potential-index-boundary,potential-index-boundary at registry/elements/larson-scanner/larson-scanner.tsx:236,registry/elements/larson-scanner/larson-scanner.tsx,236,medium,0,0,An indexed read or write may need integer and bounds evidence.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-116,Numbers,UNPROVEN,potential-zero-divisor,potential-zero-divisor at registry/elements/larson-scanner/larson-scanner.tsx:236,registry/elements/larson-scanner/larson-scanner.tsx,236,medium,0,0,Division or remainder depends on a value whose zero/non-finite range should be established.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-120,Numbers,UNPROVEN,potential-zero-divisor,potential-zero-divisor at registry/elements/larson-scanner/larson-scanner.tsx:266,registry/elements/larson-scanner/larson-scanner.tsx,266,medium,0,0,Division or remainder depends on a value whose zero/non-finite range should be established.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-122,Numbers,UNPROVEN,potential-zero-divisor,potential-zero-divisor at registry/elements/larson-scanner/larson-scanner.tsx:268,registry/elements/larson-scanner/larson-scanner.tsx,268,medium,0,0,Division or remainder depends on a value whose zero/non-finite range should be established.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-123,Numbers,UNPROVEN,potential-zero-divisor,potential-zero-divisor at registry/elements/larson-scanner/larson-scanner.tsx:269,registry/elements/larson-scanner/larson-scanner.tsx,269,medium,0,0,Division or remainder depends on a value whose zero/non-finite range should be established.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-136,Numbers,UNPROVEN,potential-zero-divisor,potential-zero-divisor at registry/elements/larson-scanner/larson-scanner.tsx:369,registry/elements/larson-scanner/larson-scanner.tsx,369,medium,0,0,Division or remainder depends on a value whose zero/non-finite range should be established.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-137,Numbers,UNPROVEN,potential-zero-divisor,potential-zero-divisor at registry/elements/larson-scanner/larson-scanner.tsx:371,registry/elements/larson-scanner/larson-scanner.tsx,371,medium,0,0,Division or remainder depends on a value whose zero/non-finite range should be established.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-138,Numbers,UNPROVEN,potential-zero-divisor,potential-zero-divisor at registry/elements/larson-scanner/larson-scanner.tsx:374,registry/elements/larson-scanner/larson-scanner.tsx,374,medium,0,0,Division or remainder depends on a value whose zero/non-finite range should be established.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-139,Numbers,UNPROVEN,potential-zero-divisor,potential-zero-divisor at registry/elements/larson-scanner/larson-scanner.tsx:376,registry/elements/larson-scanner/larson-scanner.tsx,376,medium,0,0,Division or remainder depends on a value whose zero/non-finite range should be established.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-140,Numbers,UNPROVEN,potential-zero-divisor,potential-zero-divisor at registry/elements/larson-scanner/larson-scanner.tsx:391,registry/elements/larson-scanner/larson-scanner.tsx,391,medium,0,0,Division or remainder depends on a value whose zero/non-finite range should be established.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-141,Numbers,UNPROVEN,potential-zero-divisor,potential-zero-divisor at registry/elements/larson-scanner/larson-scanner.tsx:397,registry/elements/larson-scanner/larson-scanner.tsx,397,medium,0,0,Division or remainder depends on a value whose zero/non-finite range should be established.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-143,Numbers,UNPROVEN,potential-zero-divisor,potential-zero-divisor at registry/elements/larson-scanner/larson-scanner.tsx:407,registry/elements/larson-scanner/larson-scanner.tsx,407,medium,0,0,Division or remainder depends on a value whose zero/non-finite range should be established.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-147,Numbers,UNPROVEN,potential-zero-divisor,potential-zero-divisor at registry/elements/larson-scanner/larson-scanner.tsx:438,registry/elements/larson-scanner/larson-scanner.tsx,438,medium,0,0,Division or remainder depends on a value whose zero/non-finite range should be established.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-150,Numbers,UNPROVEN,potential-zero-divisor,potential-zero-divisor at registry/elements/larson-scanner/larson-scanner.tsx:594,registry/elements/larson-scanner/larson-scanner.tsx,594,medium,0,0,Division or remainder depends on a value whose zero/non-finite range should be established.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-055,Numbers,UNPROVEN,potential-zero-divisor,potential-zero-divisor at registry/elements/larson-scanner/larson-scanner.tsx:70,registry/elements/larson-scanner/larson-scanner.tsx,70,medium,0,0,Division or remainder depends on a value whose zero/non-finite range should be established.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-058,Numbers,UNPROVEN,potential-index-boundary,potential-index-boundary at registry/elements/larson-scanner/larson-scanner.tsx:76,registry/elements/larson-scanner/larson-scanner.tsx,76,medium,0,0,An indexed read or write may need integer and bounds evidence.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-059,Numbers,UNPROVEN,potential-zero-divisor,potential-zero-divisor at registry/elements/larson-scanner/larson-scanner.tsx:76,registry/elements/larson-scanner/larson-scanner.tsx,76,medium,0,0,Division or remainder depends on a value whose zero/non-finite range should be established.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-060,Numbers,UNPROVEN,potential-index-boundary,potential-index-boundary at registry/elements/larson-scanner/larson-scanner.tsx:77,registry/elements/larson-scanner/larson-scanner.tsx,77,medium,0,0,An indexed read or write may need integer and bounds evidence.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-061,Numbers,UNPROVEN,potential-zero-divisor,potential-zero-divisor at registry/elements/larson-scanner/larson-scanner.tsx:77,registry/elements/larson-scanner/larson-scanner.tsx,77,medium,0,0,Division or remainder depends on a value whose zero/non-finite range should be established.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-062,Numbers,UNPROVEN,potential-index-boundary,potential-index-boundary at registry/elements/larson-scanner/larson-scanner.tsx:78,registry/elements/larson-scanner/larson-scanner.tsx,78,medium,0,0,An indexed read or write may need integer and bounds evidence.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-063,Numbers,UNPROVEN,potential-zero-divisor,potential-zero-divisor at registry/elements/larson-scanner/larson-scanner.tsx:78,registry/elements/larson-scanner/larson-scanner.tsx,78,medium,0,0,Division or remainder depends on a value whose zero/non-finite range should be established.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-064,Numbers,UNPROVEN,potential-zero-divisor,potential-zero-divisor at registry/elements/larson-scanner/larson-scanner.tsx:79,registry/elements/larson-scanner/larson-scanner.tsx,79,medium,0,0,Division or remainder depends on a value whose zero/non-finite range should be established.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-066,Numbers,UNPROVEN,potential-zero-divisor,potential-zero-divisor at registry/elements/larson-scanner/larson-scanner.tsx:98,registry/elements/larson-scanner/larson-scanner.tsx,98,medium,0,0,Division or remainder depends on a value whose zero/non-finite range should be established.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-151,Numbers,UNPROVEN,potential-zero-divisor,potential-zero-divisor at registry/os/patterns/command-bar.tsx:33,registry/os/patterns/command-bar.tsx,33,medium,0,0,Division or remainder depends on a value whose zero/non-finite range should be established.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-152,Numbers,UNPROVEN,potential-zero-divisor,potential-zero-divisor at registry/os/patterns/command-bar.tsx:34,registry/os/patterns/command-bar.tsx,34,medium,0,0,Division or remainder depends on a value whose zero/non-finite range should be established.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-153,Numbers,UNPROVEN,potential-index-boundary,potential-index-boundary at registry/os/patterns/command-bar.tsx:35,registry/os/patterns/command-bar.tsx,35,medium,0,0,An indexed read or write may need integer and bounds evidence.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-154,Numbers,UNPROVEN,potential-index-boundary,potential-index-boundary at registry/os/patterns/dock.tsx:22,registry/os/patterns/dock.tsx,22,medium,0,0,An indexed read or write may need integer and bounds evidence.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-155,Numbers,UNPROVEN,potential-index-boundary,potential-index-boundary at registry/os/patterns/master-detail.tsx:21,registry/os/patterns/master-detail.tsx,21,medium,0,0,An indexed read or write may need integer and bounds evidence.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-156,Numbers,UNPROVEN,potential-index-boundary,potential-index-boundary at registry/os/patterns/master-detail.tsx:24,registry/os/patterns/master-detail.tsx,24,medium,0,0,An indexed read or write may need integer and bounds evidence.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-157,Numbers,UNPROVEN,potential-index-boundary,potential-index-boundary at registry/os/patterns/settings-sheet.tsx:11,registry/os/patterns/settings-sheet.tsx,11,medium,0,0,An indexed read or write may need integer and bounds evidence.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-158,Numbers,UNPROVEN,potential-index-boundary,potential-index-boundary at scripts/verify-elements.mjs:21,scripts/verify-elements.mjs,21,medium,0,0,An indexed read or write may need integer and bounds evidence.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-159,Numbers,UNPROVEN,potential-index-boundary,potential-index-boundary at scripts/verify-os.mjs:15,scripts/verify-os.mjs,15,medium,0,0,An indexed read or write may need integer and bounds evidence.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-160,Numbers,UNPROVEN,potential-zero-divisor,potential-zero-divisor at scripts/verify-os.mjs:19,scripts/verify-os.mjs,19,medium,0,0,Division or remainder depends on a value whose zero/non-finite range should be established.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-163,Numbers,UNPROVEN,potential-zero-divisor,potential-zero-divisor at scripts/verify-os.mjs:41,scripts/verify-os.mjs,41,medium,0,0,Division or remainder depends on a value whose zero/non-finite range should be established.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-004,Numbers,UNPROVEN,range-sensitive-math,range-sensitive-math at app/kit/component-preview.tsx:211,app/kit/component-preview.tsx,211,low,0,0,Rounding or range-sensitive math participates in a numeric island.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-017,Numbers,UNPROVEN,range-sensitive-math,range-sensitive-math at app/labs/theme-workshop.tsx:256,app/labs/theme-workshop.tsx,256,low,0,0,Rounding or range-sensitive math participates in a numeric island.,Syntax discovery only; numeric range or behavioral proof is required.,
